".model","armse","amae","amape","srmse","smae","smape","h","i"
"base",43369.9491505692,40949.3833536659,16.9126456210974,NA,NA,NA,5,149
"bu",46844.2047912718,44571.958354651,18.4398795567194,NA,NA,NA,5,149
"mint",40673.7540834779,38162.9255890127,15.741473903472,NA,NA,NA,5,149
"ols",44583.9355941213,42187.4703159164,17.432172280426,NA,NA,NA,5,149
"wlss",46402.5702339117,44075.3695993276,18.2274728013169,NA,NA,NA,5,149
"wlsv",46184.9209514128,43963.3754066854,18.1901991248203,NA,NA,NA,5,149
"base",57963.9558181079,55729.7016562926,22.9890121345626,NA,NA,NA,6,137
"bu",56523.1663960842,54283.8687822967,22.3862071899619,NA,NA,NA,6,137
"mint",57583.8499752644,55348.416697491,22.8301072433317,NA,NA,NA,6,137
"ols",57894.6305095287,55707.9662393493,22.9851464219755,NA,NA,NA,6,137
"wlss",57616.0370109736,55296.9744512239,22.8002260828782,NA,NA,NA,6,137
"wlsv",57439.7673053523,55249.0593431838,22.7934953266851,NA,NA,NA,6,137
"base",56298.6676451319,51986.6735555773,21.3305839798759,NA,NA,NA,6,138
"bu",55035.1842014115,50576.8454838009,20.7222925984434,NA,NA,NA,6,138
"mint",53874.684017948,49179.460446225,20.1074723144931,NA,NA,NA,6,138
"ols",56469.9502228464,52110.6447196946,21.3770875235569,NA,NA,NA,6,138
"wlss",55960.5771516495,51549.0555424598,21.1345842091183,NA,NA,NA,6,138
"wlsv",55336.9086301846,50941.2706872527,20.8814651830725,NA,NA,NA,6,138
"base",48141.1045937551,40059.290147579,16.5264049000735,NA,NA,NA,6,139
"bu",47138.1145234363,39529.1332287302,16.3583841439193,NA,NA,NA,6,139
"mint",46143.1669120267,38637.9247134145,15.9924751351869,NA,NA,NA,6,139
"ols",48578.8422699837,40579.4138429743,16.7616177265529,NA,NA,NA,6,139
"wlss",48561.982341611,40585.437450682,16.7684890090109,NA,NA,NA,6,139
"wlsv",48502.9835909972,40525.4631854245,16.7427818484278,NA,NA,NA,6,139
"base",39073.5804332385,32905.8698044813,14.1759546116223,NA,NA,NA,6,140
"bu",37942.9455619891,31883.5393949071,13.7396461568453,NA,NA,NA,6,140
"mint",31341.042337388,28249.4638041489,12.5041695373122,NA,NA,NA,6,140
"ols",38994.09509458,32811.1198796786,14.1334087779075,NA,NA,NA,6,140
"wlss",38844.4244971768,32676.7292471974,14.0766197401933,NA,NA,NA,6,140
"wlsv",38586.9567524166,32384.9313116621,13.9471721268597,NA,NA,NA,6,140
"base",34785.9853549102,26897.0263309113,11.6816509288442,NA,NA,NA,6,141
"bu",33449.5894236183,25716.2618618556,11.1693913130275,NA,NA,NA,6,141
"mint",31907.7212509058,24522.1963390474,10.6801464205153,NA,NA,NA,6,141
"ols",35053.9381255987,27125.9650380753,11.7823215035614,NA,NA,NA,6,141
"wlss",34744.1183853137,26701.417516767,11.5747060479239,NA,NA,NA,6,141
"wlsv",34650.8884687992,26658.0224055357,11.563107144521,NA,NA,NA,6,141
